You Asked For the Following:
Year           : From:1950 To: 2016
State            : All States By State
Species          : LOBSTER, AMERICAN
"Year","State","Species","Metric Tons","Pounds","$"
"1954","Connecticut","LOBSTER, AMERICAN","              94.1","         207,500","          98,972"
"1954","Maine","LOBSTER, AMERICAN","           9,828.4","      21,667,700","       8,087,156"
"1954","Maryland","LOBSTER, AMERICAN","               0.0","             100","              35"
"1954","Massachusetts","LOBSTER, AMERICAN","           1,569.0","       3,459,100","       1,519,591"
"1954","New Hampshire","LOBSTER, AMERICAN","             351.5","         775,000","         286,750"
"1954","New Jersey","LOBSTER, AMERICAN","             295.9","         652,400","         205,613"
"1954","New York","LOBSTER, AMERICAN","             173.7","         383,000","         145,756"
"1954","Rhode Island","LOBSTER, AMERICAN","             146.3","         322,600","         138,485"
"1954","Virginia","LOBSTER, AMERICAN","               6.1","          13,400","           3,400"
"1955","Connecticut","LOBSTER, AMERICAN","             102.3","         225,600","         113,243"
"1955","Maine","LOBSTER, AMERICAN","          10,304.9","      22,718,100","       8,716,012"
"1955","Massachusetts","LOBSTER, AMERICAN","           1,605.6","       3,539,600","       1,599,818"
"1955","New Hampshire","LOBSTER, AMERICAN","             385.6","         850,000","         312,375"
"1955","New Jersey","LOBSTER, AMERICAN","             443.6","         978,000","         306,780"
"1955","New York","LOBSTER, AMERICAN","             152.7","         336,700","         117,283"
"1955","Rhode Island","LOBSTER, AMERICAN","             131.4","         289,700","         132,206"
"1955","Virginia","LOBSTER, AMERICAN","               6.7","          14,800","           5,180"
"1956","Connecticut","LOBSTER, AMERICAN","              83.0","         182,900","         115,123"
"1956","Maine","LOBSTER, AMERICAN","           9,331.5","      20,572,300","       9,119,807"
"1956","Maryland","LOBSTER, AMERICAN","               0.5","           1,000","             241"
"1956","Massachusetts","LOBSTER, AMERICAN","           1,547.3","       3,411,100","       1,725,516"
"1956","New Hampshire","LOBSTER, AMERICAN","             347.0","         765,000","         351,900"
"1956","New Jersey","LOBSTER, AMERICAN","             403.0","         888,500","         296,092"
"1956","New York","LOBSTER, AMERICAN","             205.0","         452,000","         155,882"
"1956","Rhode Island","LOBSTER, AMERICAN","             108.9","         240,000","         138,667"
"1956","Virginia","LOBSTER, AMERICAN","               3.6","           8,000","           3,260"
"1957","Connecticut","LOBSTER, AMERICAN","              83.1","         183,300","         103,742"
"1957","Maine","LOBSTER, AMERICAN","          11,069.0","      24,402,800","       8,954,234"
"1957","Maryland","LOBSTER, AMERICAN","               0.3","             600","             240"
"1957","Massachusetts","LOBSTER, AMERICAN","           1,511.5","       3,332,300","       1,582,309"
"1957","New Hampshire","LOBSTER, AMERICAN","             412.8","         910,000","         354,900"
"1957","New Jersey","LOBSTER, AMERICAN","             302.8","         667,600","         231,630"
"1957","New York","LOBSTER, AMERICAN","             171.2","         377,500","         132,677"
"1957","Rhode Island","LOBSTER, AMERICAN","             126.2","         278,300","         150,555"
"1957","Virginia","LOBSTER, AMERICAN","               1.0","           2,300","           1,035"
"1958","Connecticut","LOBSTER, AMERICAN","              94.1","         207,500","         126,549"
"1958","Maine","LOBSTER, AMERICAN","           9,667.1","      21,312,000","      10,445,004"
"1958","Maryland","LOBSTER, AMERICAN","               0.3","             600","             217"
"1958","Massachusetts","LOBSTER, AMERICAN","           1,457.4","       3,213,000","       1,668,389"
"1958","New Hampshire","LOBSTER, AMERICAN","             371.9","         820,000","         344,400"
"1958","New Jersey","LOBSTER, AMERICAN","             449.2","         990,300","         332,228"
"1958","New York","LOBSTER, AMERICAN","             162.1","         357,400","         122,444"
"1958","Rhode Island","LOBSTER, AMERICAN","             145.2","         320,000","         177,240"
"1958","Virginia","LOBSTER, AMERICAN","               2.9","           6,300","           2,320"
"1959","Connecticut","LOBSTER, AMERICAN","             106.9","         235,700","         143,834"
"1959","Maine","LOBSTER, AMERICAN","          10,128.3","      22,328,800","      11,252,686"
"1959","Maryland","LOBSTER, AMERICAN","               1.1","           2,400","             672"
"1959","Massachusetts","LOBSTER, AMERICAN","           1,600.5","       3,528,400","       1,829,247"
"1959","New Hampshire","LOBSTER, AMERICAN","             387.8","         855,000","         389,000"
"1959","New Jersey","LOBSTER, AMERICAN","             497.5","       1,096,800","         353,747"
"1959","New York","LOBSTER, AMERICAN","             257.5","         567,700","         230,178"
"1959","Rhode Island","LOBSTER, AMERICAN","             201.8","         444,800","         258,600"
"1959","Virginia","LOBSTER, AMERICAN","              11.5","          25,400","           8,960"
"1960","Connecticut","LOBSTER, AMERICAN","             108.0","         238,100","         140,999"
"1960","Maine","LOBSTER, AMERICAN","          10,892.8","      24,014,200","      10,967,018"
"1960","Maryland","LOBSTER, AMERICAN","               0.6","           1,400","             691"
"1960","Massachusetts","LOBSTER, AMERICAN","           1,589.9","       3,505,100","       1,794,521"
"1960","New Hampshire","LOBSTER, AMERICAN","             424.1","         935,000","         397,400"
"1960","New Jersey","LOBSTER, AMERICAN","             621.5","       1,370,100","         475,327"
"1960","New York","LOBSTER, AMERICAN","             229.3","         505,600","         180,645"
"1960","Rhode Island","LOBSTER, AMERICAN","             257.5","         567,600","         281,622"
"1960","Virginia","LOBSTER, AMERICAN","              14.1","          31,100","          11,832"
"1961","Connecticut","LOBSTER, AMERICAN","              93.7","         206,600","         129,923"
"1961","Maine","LOBSTER, AMERICAN","           9,488.3","      20,917,900","      11,119,803"
"1961","Maryland","LOBSTER, AMERICAN","               1.0","           2,200","             940"
"1961","Massachusetts","LOBSTER, AMERICAN","           1,498.1","       3,302,800","       1,762,756"
"1961","New Hampshire","LOBSTER, AMERICAN","             373.3","         823,000","         387,000"
"1961","New Jersey","LOBSTER, AMERICAN","             702.7","       1,549,100","         569,667"
"1961","New York","LOBSTER, AMERICAN","             227.7","         502,000","         227,573"
"1961","Rhode Island","LOBSTER, AMERICAN","             308.6","         680,400","         367,217"
"1961","Virginia","LOBSTER, AMERICAN","               6.5","          14,300","           6,475"
"1962","Connecticut","LOBSTER, AMERICAN","             285.2","         628,700","         344,534"
"1962","Maine","LOBSTER, AMERICAN","          10,013.3","      22,075,300","      11,195,609"
"1962","Maryland","LOBSTER, AMERICAN","               0.7","           1,500","             604"
"1962","Massachusetts","LOBSTER, AMERICAN","           1,942.1","       4,281,600","       2,194,047"
"1962","New Hampshire","LOBSTER, AMERICAN","             328.9","         725,000","         355,250"
"1962","New Jersey","LOBSTER, AMERICAN","             395.0","         870,900","         368,645"
"1962","New York","LOBSTER, AMERICAN","             142.9","         315,000","         162,783"
"1962","Rhode Island","LOBSTER, AMERICAN","             261.0","         575,500","         320,669"
"1962","Virginia","LOBSTER, AMERICAN","              10.3","          22,600","          10,274"
"1963","Connecticut","LOBSTER, AMERICAN","             213.8","         471,400","         284,095"
"1963","Maine","LOBSTER, AMERICAN","          10,344.0","      22,804,300","      12,635,826"
"1963","Maryland","LOBSTER, AMERICAN","               1.0","           2,100","           1,066"
"1963","Massachusetts","LOBSTER, AMERICAN","           2,043.8","       4,505,800","       2,564,677"
"1963","New Hampshire","LOBSTER, AMERICAN","             338.8","         747,000","         388,440"
"1963","New Jersey","LOBSTER, AMERICAN","             340.4","         750,400","         336,769"
"1963","New York","LOBSTER, AMERICAN","             172.4","         380,000","         210,204"
"1963","Rhode Island","LOBSTER, AMERICAN","             268.6","         592,100","         339,114"
"1963","Virginia","LOBSTER, AMERICAN","              10.1","          22,300","           8,758"
"1964","Connecticut","LOBSTER, AMERICAN","             258.9","         570,700","         378,673"
"1964","Maine","LOBSTER, AMERICAN","           9,713.1","      21,413,413","      14,182,536"
"1964","Maryland","LOBSTER, AMERICAN","               1.6","           3,500","           1,705"
"1964","Massachusetts","LOBSTER, AMERICAN","           2,489.4","       5,488,100","       3,316,485"
"1964","New Hampshire","LOBSTER, AMERICAN","             385.6","         850,000","         544,000"
"1964","New Jersey","LOBSTER, AMERICAN","             481.1","       1,060,600","         516,301"
"1964","New York","LOBSTER, AMERICAN","             247.9","         546,600","         305,747"
"1964","Rhode Island","LOBSTER, AMERICAN","             452.0","         996,400","         598,799"
"1964","Virginia","LOBSTER, AMERICAN","              12.6","          27,700","          12,472"
"1965","Connecticut","LOBSTER, AMERICAN","             337.0","         743,000","         560,493"
"1965","Maine","LOBSTER, AMERICAN","           8,555.6","      18,861,785","      14,177,204"
"1965","Maryland","LOBSTER, AMERICAN","               1.6","           3,600","           1,884"
"1965","Massachusetts","LOBSTER, AMERICAN","           2,884.8","       6,359,900","       4,472,339"
"1965","New Hampshire","LOBSTER, AMERICAN","             347.0","         765,000","         550,800"
"1965","New Jersey","LOBSTER, AMERICAN","             462.3","       1,019,100","         562,386"
"1965","New York","LOBSTER, AMERICAN","             294.2","         648,600","         446,277"
"1965","Rhode Island","LOBSTER, AMERICAN","             816.5","       1,800,000","       1,169,267"
"1965","Virginia","LOBSTER, AMERICAN","              19.8","          43,600","          16,804"
"1966","Connecticut","LOBSTER, AMERICAN","             355.1","         782,800","         645,791"
"1966","Maine","LOBSTER, AMERICAN","           9,033.7","      19,915,800","      14,904,498"
"1966","Maryland","LOBSTER, AMERICAN","               3.7","           8,200","           4,384"
"1966","Massachusetts","LOBSTER, AMERICAN","           2,190.1","       4,828,400","       3,696,743"
"1966","New Hampshire","LOBSTER, AMERICAN","             366.1","         807,000","         585,075"
"1966","New Jersey","LOBSTER, AMERICAN","             346.6","         764,100","         513,506"
"1966","New York","LOBSTER, AMERICAN","             331.0","         729,700","         613,481"
"1966","Rhode Island","LOBSTER, AMERICAN","             758.6","       1,672,500","       1,285,554"
"1966","Virginia","LOBSTER, AMERICAN","              14.7","          32,500","          17,042"
"1967","Connecticut","LOBSTER, AMERICAN","             409.0","         901,600","         809,564"
"1967","Maine","LOBSTER, AMERICAN","           7,479.5","      16,489,300","      13,597,869"
"1967","Maryland","LOBSTER, AMERICAN","               8.6","          18,900","          14,734"
"1967","Massachusetts","LOBSTER, AMERICAN","           2,134.5","       4,705,700","       4,179,144"
"1967","New Hampshire","LOBSTER, AMERICAN","             325.7","         718,000","         610,300"
"1967","New Jersey","LOBSTER, AMERICAN","             399.1","         879,900","         628,242"
"1967","New York","LOBSTER, AMERICAN","             398.7","         879,000","         835,633"
"1967","North Carolina","LOBSTER, AMERICAN","               1.9","           4,200","           2,605"
"1967","Rhode Island","LOBSTER, AMERICAN","             884.9","       1,950,900","       1,596,686"
"1967","Virginia","LOBSTER, AMERICAN","              89.4","         197,100","         113,742"
"1968","Connecticut","LOBSTER, AMERICAN","             402.3","         886,900","         820,044"
"1968","Maine","LOBSTER, AMERICAN","           9,299.6","      20,501,800","      14,931,671"
"1968","Maryland","LOBSTER, AMERICAN","               2.0","           4,400","           3,218"
"1968","Massachusetts","LOBSTER, AMERICAN","           2,185.1","       4,817,200","       4,249,474"
"1968","New Hampshire","LOBSTER, AMERICAN","             342.5","         755,000","         596,450"
"1968","New Jersey","LOBSTER, AMERICAN","             549.4","       1,211,300","         976,455"
"1968","New York","LOBSTER, AMERICAN","             529.2","       1,166,700","       1,181,680"
"1968","North Carolina","LOBSTER, AMERICAN","              13.6","          29,900","          13,383"
"1968","Rhode Island","LOBSTER, AMERICAN","           1,393.8","       3,072,800","       2,606,824"
"1968","Virginia","LOBSTER, AMERICAN","              50.8","         112,100","          71,808"
"1969","Connecticut","LOBSTER, AMERICAN","             423.1","         932,800","         945,173"
"1969","Maine","LOBSTER, AMERICAN","           8,997.1","      19,834,900","      16,046,829"
"1969","Maryland","LOBSTER, AMERICAN","              12.0","          26,500","          20,957"
"1969","Massachusetts","LOBSTER, AMERICAN","           2,252.0","       4,964,800","       4,741,149"
"1969","New Hampshire","LOBSTER, AMERICAN","             332.0","         732,000","         651,480"
"1969","New Jersey","LOBSTER, AMERICAN","             650.4","       1,433,900","       1,212,245"
"1969","New York","LOBSTER, AMERICAN","             642.4","       1,416,300","       1,456,142"
"1969","North Carolina","LOBSTER, AMERICAN","               8.5","          18,700","          14,104"
"1969","Rhode Island","LOBSTER, AMERICAN","           1,926.1","       4,246,200","       3,787,485"
"1969","Virginia","LOBSTER, AMERICAN","              81.9","         180,500","         122,820"
"1970","Connecticut","LOBSTER, AMERICAN","             305.2","         672,900","         714,667"
"1970","Maine","LOBSTER, AMERICAN","           8,242.9","      18,172,200","      17,201,501"
"1970","Maryland","LOBSTER, AMERICAN","               9.8","          21,700","          20,465"
"1970","Massachusetts","LOBSTER, AMERICAN","           2,578.8","       5,685,200","       5,852,945"
"1970","New Hampshire","LOBSTER, AMERICAN","             312.1","         688,000","         722,000"
"1970","New Jersey","LOBSTER, AMERICAN","             832.6","       1,835,600","       1,738,873"
"1970","New York","LOBSTER, AMERICAN","             747.2","       1,647,300","       1,846,887"
"1970","North Carolina","LOBSTER, AMERICAN","               2.2","           4,800","           4,541"
"1970","Rhode Island","LOBSTER, AMERICAN","           2,356.6","       5,195,400","       5,211,987"
"1970","Virginia","LOBSTER, AMERICAN","             104.0","         229,200","         148,882"
"1971","Connecticut","LOBSTER, AMERICAN","             237.0","         522,500","         657,163"
"1971","Delaware","LOBSTER, AMERICAN","              13.6","          30,000","          41,250"
"1971","Maine","LOBSTER, AMERICAN","           7,964.5","      17,558,500","      17,481,291"
"1971","Maryland","LOBSTER, AMERICAN","              12.7","          28,100","          28,029"
"1971","Massachusetts","LOBSTER, AMERICAN","           2,787.7","       6,145,700","       6,894,127"
"1971","New Hampshire","LOBSTER, AMERICAN","             302.7","         667,400","         740,814"
"1971","New Jersey","LOBSTER, AMERICAN","             600.1","       1,323,000","       1,459,523"
"1971","New York","LOBSTER, AMERICAN","             812.2","       1,790,500","       2,053,784"
"1971","North Carolina","LOBSTER, AMERICAN","               0.1","             300","             270"
"1971","Rhode Island","LOBSTER, AMERICAN","           2,444.3","       5,388,700","       6,037,511"
"1971","Virginia","LOBSTER, AMERICAN","             106.1","         233,900","         200,261"
"1972","Connecticut","LOBSTER, AMERICAN","             245.0","         540,200","         776,528"
"1972","Delaware","LOBSTER, AMERICAN","              10.0","          22,000","          36,500"
"1972","Maine","LOBSTER, AMERICAN","           7,373.9","      16,256,600","      18,587,455"
"1972","Maryland","LOBSTER, AMERICAN","               9.6","          21,100","          26,425"
"1972","Massachusetts","LOBSTER, AMERICAN","           3,643.4","       8,032,300","      10,275,939"
"1972","New Hampshire","LOBSTER, AMERICAN","             305.5","         673,500","         808,875"
"1972","New Jersey","LOBSTER, AMERICAN","             593.4","       1,308,100","       1,827,794"
"1972","New York","LOBSTER, AMERICAN","             519.4","       1,145,000","       1,824,925"
"1972","Rhode Island","LOBSTER, AMERICAN","           1,524.4","       3,360,800","       4,318,576"
"1972","Virginia","LOBSTER, AMERICAN","             401.1","         884,200","       1,027,964"
"1973","Connecticut","LOBSTER, AMERICAN","             246.5","         543,500","         840,493"
"1973","Delaware","LOBSTER, AMERICAN","              13.4","          29,500","          51,400"
"1973","Maine","LOBSTER, AMERICAN","           7,731.2","      17,044,100","      23,269,859"
"1973","Maryland","LOBSTER, AMERICAN","              11.0","          24,300","          32,895"
"1973","Massachusetts","LOBSTER, AMERICAN","           2,551.2","       5,624,400","       8,526,577"
"1973","New Hampshire","LOBSTER, AMERICAN","             225.8","         497,800","         679,603"
"1973","New Jersey","LOBSTER, AMERICAN","             618.3","       1,363,100","       2,234,319"
"1973","New York","LOBSTER, AMERICAN","             404.8","         892,500","       1,428,155"
"1973","North Carolina","LOBSTER, AMERICAN","               0.8","           1,700","           2,475"
"1973","Rhode Island","LOBSTER, AMERICAN","           1,257.9","       2,773,200","       4,235,452"
"1973","Virginia","LOBSTER, AMERICAN","              90.4","         199,300","         284,656"
"1974","Connecticut","LOBSTER, AMERICAN","             293.7","         647,400","       1,095,403"
"1974","Delaware","LOBSTER, AMERICAN","              11.9","          26,300","          54,675"
"1974","Maine","LOBSTER, AMERICAN","           7,465.1","      16,457,600","      23,212,808"
"1974","Maryland","LOBSTER, AMERICAN","              16.6","          36,700","          65,367"
"1974","Massachusetts","LOBSTER, AMERICAN","           2,387.4","       5,263,200","       8,665,133"
"1974","New Hampshire","LOBSTER, AMERICAN","             226.2","         498,600","         702,970"
"1974","New Jersey","LOBSTER, AMERICAN","             540.3","       1,191,200","       1,915,797"
"1974","New York","LOBSTER, AMERICAN","             331.4","         730,600","       1,395,867"
"1974","Rhode Island","LOBSTER, AMERICAN","           1,549.9","       3,416,900","       5,682,435"
"1974","Virginia","LOBSTER, AMERICAN","             124.5","         274,500","         504,240"
"1975","Connecticut","LOBSTER, AMERICAN","             269.4","         594,000","       1,158,182"
"1975","Delaware","LOBSTER, AMERICAN","              12.4","          27,300","          48,806"
"1975","Maine","LOBSTER, AMERICAN","           7,714.6","      17,007,500","      27,478,773"
"1975","Maryland","LOBSTER, AMERICAN","              26.8","          59,100","         106,312"
"1975","Massachusetts","LOBSTER, AMERICAN","           3,054.4","       6,733,800","      12,101,362"
"1975","New Hampshire","LOBSTER, AMERICAN","             217.7","         480,000","         779,184"
"1975","New Jersey","LOBSTER, AMERICAN","             385.9","         850,700","       1,554,949"
"1975","New York","LOBSTER, AMERICAN","             303.6","         669,300","       1,399,796"
"1975","Rhode Island","LOBSTER, AMERICAN","           1,672.5","       3,687,300","       6,621,352"
"1975","Virginia","LOBSTER, AMERICAN","              41.1","          90,500","         164,259"
"1976","Connecticut","LOBSTER, AMERICAN","             217.5","         479,500","       1,016,443"
"1976","Delaware","LOBSTER, AMERICAN","              11.9","          26,200","          55,310"
"1976","Maine","LOBSTER, AMERICAN","           8,618.8","      19,001,000","      29,238,371"
"1976","Maryland","LOBSTER, AMERICAN","              53.0","         116,800","         230,395"
"1976","Massachusetts","LOBSTER, AMERICAN","           2,987.1","       6,585,400","      11,620,395"
"1976","New Hampshire","LOBSTER, AMERICAN","             216.5","         477,200","         668,150"
"1976","New Jersey","LOBSTER, AMERICAN","             292.8","         645,600","       1,236,162"
"1976","New York","LOBSTER, AMERICAN","             269.0","         593,100","       1,338,484"
"1976","Rhode Island","LOBSTER, AMERICAN","           1,548.0","       3,412,800","       6,222,521"
"1976","Virginia","LOBSTER, AMERICAN","              65.3","         144,000","         287,057"
"1977","Connecticut","LOBSTER, AMERICAN","             289.6","         638,400","       1,337,286"
"1977","Delaware","LOBSTER, AMERICAN","               8.3","          18,200","          38,500"
"1977","Maine","LOBSTER, AMERICAN","           8,385.7","      18,487,200","      32,101,423"
"1977","Maryland","LOBSTER, AMERICAN","              36.6","          80,600","         172,143"
"1977","Massachusetts","LOBSTER, AMERICAN","           3,281.8","       7,235,100","      13,728,566"
"1977","New Hampshire","LOBSTER, AMERICAN","             215.1","         474,100","         812,038"
"1977","New Jersey","LOBSTER, AMERICAN","             361.6","         797,100","       1,568,671"
"1977","New York","LOBSTER, AMERICAN","             240.7","         530,700","       1,194,783"
"1977","Rhode Island","LOBSTER, AMERICAN","           1,583.8","       3,491,600","       6,871,497"
"1977","Virginia","LOBSTER, AMERICAN","               9.0","          19,900","          43,524"
"1978","Connecticut","LOBSTER, AMERICAN","             362.2","         798,500","       1,974,765"
"1978","Delaware","LOBSTER, AMERICAN","              14.0","          30,800","          70,341"
"1978","Maine","LOBSTER, AMERICAN","           8,677.6","      19,130,600","      33,878,376"
"1978","Maryland","LOBSTER, AMERICAN","              25.6","          56,400","         123,311"
"1978","Massachusetts","LOBSTER, AMERICAN","           4,322.6","       9,529,700","      18,632,099"
"1978","New Hampshire","LOBSTER, AMERICAN","             212.7","         468,900","         829,864"
"1978","New Jersey","LOBSTER, AMERICAN","             419.7","         925,300","       1,873,715"
"1978","New York","LOBSTER, AMERICAN","             263.9","         581,900","       1,453,586"
"1978","North Carolina","LOBSTER, AMERICAN","               0.1","             168","             336"
"1978","Rhode Island","LOBSTER, AMERICAN","           1,280.1","       2,822,100","       5,976,556"
"1978","Virginia","LOBSTER, AMERICAN","               0.5","           1,200","           2,839"
"1979","Connecticut","LOBSTER, AMERICAN","             366.4","         807,700","       2,067,712"
"1979","Delaware","LOBSTER, AMERICAN","              16.6","          36,500","         113,050"
"1979","Maine","LOBSTER, AMERICAN","          10,039.6","      22,133,200","      39,900,632"
"1979","Maryland","LOBSTER, AMERICAN","              42.4","          93,400","         250,106"
"1979","Massachusetts","LOBSTER, AMERICAN","           4,333.1","       9,552,700","      19,804,083"
"1979","New Hampshire","LOBSTER, AMERICAN","             353.9","         780,100","       1,361,512"
"1979","New Jersey","LOBSTER, AMERICAN","             365.4","         805,500","       1,726,832"
"1979","New York","LOBSTER, AMERICAN","             318.5","         702,100","       1,851,609"
"1979","Rhode Island","LOBSTER, AMERICAN","           1,038.3","       2,289,000","       5,137,597"
"1979","Virginia","LOBSTER, AMERICAN","               0.2","             400","             752"
"1980","Connecticut","LOBSTER, AMERICAN","             374.3","         825,200","       2,186,833"
"1980","Delaware","LOBSTER, AMERICAN","              18.5","          40,700","         127,725"
"1980","Maine","LOBSTER, AMERICAN","           9,970.4","      21,980,700","      41,704,744"
"1980","Maryland","LOBSTER, AMERICAN","              32.3","          71,300","         204,843"
"1980","Massachusetts","LOBSTER, AMERICAN","           4,501.6","       9,924,300","      21,860,832"
"1980","New Hampshire","LOBSTER, AMERICAN","             328.4","         723,900","       1,339,190"
"1980","New Jersey","LOBSTER, AMERICAN","             231.6","         510,600","       1,132,488"
"1980","New York","LOBSTER, AMERICAN","             333.3","         734,800","       1,948,258"
"1980","Rhode Island","LOBSTER, AMERICAN","           1,086.5","       2,395,400","       5,594,327"
"1980","Virginia","LOBSTER, AMERICAN","               3.4","           7,600","          19,091"
"1981","Connecticut","LOBSTER, AMERICAN","             458.5","       1,010,800","       2,567,499"
"1981","Delaware","LOBSTER, AMERICAN","              25.3","          55,700","         177,610"
"1981","Maine","LOBSTER, AMERICAN","          10,265.6","      22,631,600","      47,236,923"
"1981","Maryland","LOBSTER, AMERICAN","              28.7","          63,200","         203,060"
"1981","Massachusetts","LOBSTER, AMERICAN","           5,089.6","      11,220,500","      25,318,375"
"1981","New Hampshire","LOBSTER, AMERICAN","             359.9","         793,400","       1,650,344"
"1981","New Jersey","LOBSTER, AMERICAN","             269.3","         593,700","       1,468,672"
"1981","New York","LOBSTER, AMERICAN","             403.8","         890,200","       2,593,333"
"1981","Rhode Island","LOBSTER, AMERICAN","             848.8","       1,871,200","       4,513,658"
"1981","Virginia","LOBSTER, AMERICAN","               1.0","           2,200","           6,614"
"1982","Connecticut","LOBSTER, AMERICAN","             496.3","       1,094,100","       2,997,839"
"1982","Delaware","LOBSTER, AMERICAN","              41.1","          90,700","         242,205"
"1982","Maine","LOBSTER, AMERICAN","          10,310.3","      22,730,100","      50,343,596"
"1982","Maryland","LOBSTER, AMERICAN","              29.4","          64,800","         204,343"
"1982","Massachusetts","LOBSTER, AMERICAN","           5,965.2","      13,150,900","      30,876,642"
"1982","New Hampshire","LOBSTER, AMERICAN","             366.2","         807,400","       1,803,700"
"1982","New Jersey","LOBSTER, AMERICAN","             383.9","         846,300","       2,198,530"
"1982","New York","LOBSTER, AMERICAN","             508.8","       1,121,600","       3,201,652"
"1982","Rhode Island","LOBSTER, AMERICAN","           1,439.6","       3,173,700","       7,562,455"
"1982","Virginia","LOBSTER, AMERICAN","               2.1","           4,700","          14,375"
"1983","Connecticut","LOBSTER, AMERICAN","             841.0","       1,854,000","       5,042,890"
"1983","Delaware","LOBSTER, AMERICAN","              25.7","          56,700","         195,325"
"1983","Maine","LOBSTER, AMERICAN","           9,968.5","      21,976,500","      51,234,291"
"1983","Maryland","LOBSTER, AMERICAN","              39.2","          86,500","         286,665"
"1983","Massachusetts","LOBSTER, AMERICAN","           5,634.1","      12,421,000","      29,110,885"
"1983","New Hampshire","LOBSTER, AMERICAN","             594.5","       1,310,560","       3,066,634"
"1983","New Jersey","LOBSTER, AMERICAN","             349.2","         769,900","       2,092,338"
"1983","New York","LOBSTER, AMERICAN","             547.7","       1,207,500","       3,456,499"
"1983","Rhode Island","LOBSTER, AMERICAN","           2,319.9","       5,114,400","      13,940,080"
"1983","Virginia","LOBSTER, AMERICAN","               0.3","             600","           1,579"
"1984","Connecticut","LOBSTER, AMERICAN","             912.5","       2,011,600","       6,034,800"
"1984","Delaware","LOBSTER, AMERICAN","              47.1","         103,800","         336,975"
"1984","Maine","LOBSTER, AMERICAN","           8,865.8","      19,545,600","      49,298,087"
"1984","Maryland","LOBSTER, AMERICAN","              44.9","          98,900","         333,298"
"1984","Massachusetts","LOBSTER, AMERICAN","           6,668.7","      14,701,800","      40,204,643"
"1984","New Hampshire","LOBSTER, AMERICAN","             712.5","       1,570,724","       3,889,925"
"1984","New Jersey","LOBSTER, AMERICAN","             420.8","         927,700","       2,608,277"
"1984","New York","LOBSTER, AMERICAN","             593.4","       1,308,100","       4,024,294"
"1984","Rhode Island","LOBSTER, AMERICAN","           2,385.9","       5,259,900","      15,747,173"
"1984","Virginia","LOBSTER, AMERICAN","               7.9","          17,400","          56,959"
