hotspot_id,hotspot_name,lat,lng,hotspot_species,hotspot_checklists
L335435,Indiana Dunes SP,41.6630486,-87.03661690000001,305,1615
L275524,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.79820380000001,272,1889
L797634,NH coast,42.9805395,-70.70800779999999,285,422
L1554256,Farm Island,44.3422228,-100.2776302,268,171
L463312,Saylorville Reservoir (general location--please consider using a more specific hotspot),41.716492800000005,-93.6872864,278,211
L272183,Wyoming Hereford Ranch,41.12677130000001,-104.69838739999999,254,787
L248058,Block Island,41.16270590000001,-71.5865525,292,1492
L158896,Arrowwood NWR,47.26500000000001,-98.85379999999999,249,373
L479616,Sloughs WMA--Sauerheber Unit,37.848805399999996,-87.74011660000002,249,1396
L109526,Dead Creek WMA IBA,44.097019,-73.342045099999993,240,927
L280165,Greenbottom WMA,38.5905877,-82.2325158,247,304
L168994,East Potomac Park--Hains Pt.,38.86088039999999,-77.02323960000001,251,2259
L1131916,James Campbell NWR,21.691277300000003,-157.9578581,110,194
L282510,Zona Arqueológica Monte Albán,17.0440615,-96.7682862,279,344
L221486,Centro de Investigaciones Costeras La Mancha,19.590449899999996,-96.3804924,283,132
L2290463,PN Palenque,17.486256199999996,-92.04238409999999,339,339
L221335,PN Volcán Nevado de Colima (Jalisco),19.53804,-103.60477999999999,318,64
L502887,Reserva Ecológica Sierra de San Juan--La Noria,21.4870953,-104.9923038,360,465
L248932,Municipo Gómez Farías,23.031367500000002,-99.14947699999999,357,206
L274687,Arroyo Mentidero y Rio Cuchijaqui,26.913265000000003,-108.91304040000001,270,74
L465537,Sierra de Atoyac--Nueva Delhi,17.422112299999995,-100.1943898,220,14
L246668,Laguna San Felipe,18.634367100000006,-98.3535054,174,20
L2566666,Reserva de la Chara Pinta (Tufted Jay Preserve),23.5898487,-105.86964370000001,293,450
L305929,PN Volcán Nevado de Colima--Laguna La María,19.4618055,-103.70922090000002,297,88
L221366,Lago de Cuitzeo,19.932654499999998,-101.09189990000002,173,76
L250111,Zona Arqueológica Cobá,20.4913742,-87.73303990000001,314,345
L298097,El Naranjo (pueblo),22.52625,-99.3293556,212,20
L1850429,Reserva de la Biosfera Calakmul--Calakmul,18.113345000000002,-89.8033067,285,153
L233409,Estero La Misión,32.0936005,-116.87912229999999,210,132
L3920665,Presa La Juventud,25.8751718,-100.06468890000001,228,239
L879650,Carretera Cd Pemex-Jonuta,17.990488799999998,-92.32339379999999,206,31
L912928,Laguna de Metztitlán,20.6808233,-98.85487599999999,133,16
L1251241,Ciénagas Los Álamos,24.0904859,-104.50059590000001,204,114
L2444259,Presa de la Constitucion de 1917,20.4083877,-100.0802058,177,56
L1850457,Rio Lagartos (pueblo),21.5976073,-88.157941,289,201
L277480,Estero San José,23.054975800000005,-109.6836422,276,658
L247415,Laguna Fierro,30.407255100000004,-107.84921700000001,190,49
L221351,Zona Federal del Lago de Texcoco,19.513748,-98.9909363,151,14
L246858,Parque Ecológico de Xochimilco,19.291977300000003,-99.0963364,221,358
L2591129,Camino al Tepozteco,18.998464799999997,-99.10057549999999,166,31
L872666,Area de Protección de Flora y Fauna Maderas del Carmen,29.115695000000002,-102.64251709999999,152,22
L2300862,Jardín Botánico El Charco del Ingenio,20.917831400000004,-100.7273984,225,379
L2277567,Barranca Presa Calles,22.14025,-102.4158812,105,24
L221477,PN La Malinche (Tlaxcala),19.22657,-98.0458,126,48
L1549602,Laguna La Honda,24.0638793,-103.41748240000001,91,8
L261851,Iona Island (general),49.22132990000001,-123.21109970000002,275,2893
L344712,Rocky Point Bird Observatory (restricted access),48.319800699999995,-123.54715000000002,269,1187
L285875,Salmon Arm Bay (general),50.7068,-119.283,280,8355
L122407,Osoyoos--Road 22,49.089269599999994,-119.5351982,244,1671
L210234,Port Alberni--Somass Estuary & sewage lagoons,49.253069599999996,-124.82267259999999,171,286
L368559,Chilliwack--Island 22 Park,49.19379240000001,-121.9794416,191,545
L341507,Creston--Duck Lake,49.222701400000005,-116.6286349,207,342
L341420,Courtenay airpark,49.680067099999995,-124.9791918,164,541
L290591,Englishman River Estuary (general),49.3308059,-124.2948961,196,246
L168868,Squamish River Estuary,49.705070000000006,-123.17840999999999,244,1481
L265165,Kelowna--Robert Lake,49.9356176,-119.40890350000001,200,1430
L2313567,Wilson Creek estuary,49.4383849,-123.7127495,203,1141
L294707,"Scout Island, Williams Lake",52.11975,-122.11961000000001,195,490
L304586,"Elizabeth Lake, Cranbrook",49.49878330000001,-115.79311670000001,197,631
L341490,Fort St. John--north sewage lagoons,56.27055560000001,-120.7766667,196,288
L344713,Tranquille,50.721271200000004,-120.53212520000001,201,219
L285959,Vernon Commonage,50.212663,-119.33112430000001,182,212
L2111562,Eaglet Lake,54.104803999999994,-122.28521350000001,191,432
L797570,Cowichan Bay,48.7530765,-123.6386776,187,1398
L730622,"Ross Lake Provincial Park, Hazelton",55.26151190000001,-127.51659390000002,103,74
L476202,Nulki Lake,53.91485449999999,-124.1647339,116,42
L1499040,Malcolm Island--Rough Bay,50.64816220000001,-127.0350635,143,146
L351671,Sandspit--airport,53.2590008,-131.82151790000003,155,142
L351659,Mitlenatch Island Provincial Park,49.9505,-125.00541,142,230
L960195,Hakai Institute,51.6556254,-128.1307983,121,142
L344089,Anarchist Mountain--Sidley Mtn Road,49.02891000000001,-119.25054,141,130
L1458702,Fort Nelson,58.8058285,-122.71352420000002,166,56
L1023199,Boya Lake Provincial Park,59.379212100000004,-129.0921021,94,28
L358522,Long Point--Tip,42.5484184,-80.0483286,331,1637
L131153,Point Pelee National Park,41.9553986,-82.51399990000002,372,7755
L201085,Dundas Marsh/Cootes Paradise (general location),43.27501820000001,-79.90562440000002,284,268
L473829,St. Catharines--Port Weller east pier,43.2374808,-79.21309950000001,244,666
L265518,Rondeau Provincial Park (general location for observations within the park),42.273580700000004,-81.86337119999999,329,2789
L351715,Tommy Thompson Park,43.6276706,-79.33158390000001,299,3828
L10,Whitby--Cranberry Marsh,43.842946,-78.96434400000001,279,1772
L391173,Oakville--Bronte Harbour,43.39251240000001,-79.70796700000001,245,1016
L385528,Thunder Cape Bird Observatory,48.3037505,-88.936386099999993,256,186
L351706,Presqu'ile Provincial Park (general location),43.9942,-77.71059000000001,322,4925
L351705,Ottawa--Shirley's Bay,45.364689999999996,-75.88305,265,1562
L244474,MacGregor Point Provincial Park,44.408126300000006,-81.4729524,230,480
L596701,Kettle Point,43.2164986,-82.0165443,246,299
L359367,Prince Edward Point National Wildlife Area,43.932517000000004,-76.888504,285,950
L371369,Amherst Island,44.13955590000001,-76.722782099999975,283,1999
L160823,Mississauga--Rattray Marsh,43.516773,-79.60369999999999,274,1486
L5640085,Sault Ste. Marie--Whitefish Island / Sault Locks,46.51013390000001,-84.3526679,234,428
L589745,Port Burwell Provincial Park,42.6464602,-80.8221245,239,335
L449609,Moosonee,51.2739442,-80.63621520000001,216,310
L1022214,Wolfe Island,44.17530980000001,-76.41815190000001,244,982
L385611,Wildwood Reservoir,43.2422016,-81.04408260000001,205,170
L384274,Tiny Marsh,44.60833330000001,-79.9397222,221,574
L986180,Rock Point Provincial Park,42.8491603,-79.55325260000001,242,424
L459666,London--Fanshawe CA,43.0426099,-81.18544579999998,227,657
L470303,Lake Doré,45.6175795,-77.1156979,185,183
L378811,Waterloo--Laurel Creek CA (general location),43.4790826,-80.57716370000001,225,1102
L1012548,Lakefield--Sewage Lagoons,44.418087899999996,-78.2587266,209,1962
L2422474,Guelph Lake CA (general location),43.59630590000001,-80.2532387,230,321
L193765,Rainy River Birding Area (please use a more specific location),48.72351640000001,-94.5591855,230,109
L280534,Algonquin Provincial Park,45.8001243,-78.33960060000001,190,617
L1621546,Polar Bear Provincial Park--Burntpoint Creek research camp,55.2426492,-84.3186733,119,173
L444589,Holland Landing Sewage Lagoons,44.118032400000004,-79.4809341,186,209
L354755,Bracebridge Sewage Treatment Ponds,45.021111100000006,-79.3186111,225,819
L566934,Charleston Lake Provincial Park,44.50623890000001,-76.033287,192,1473
L595771,Long Sault Parkway,44.995397000000004,-74.9420786,224,1156
L1889569,Russell Lagoons,45.2564986,-75.3310041,193,302
L1419074,Wiarton Sewage Lagoons,44.73164,-81.1317127,150,219
L2327732,Almonte Sewage Lagoons,45.2169034,-76.21366020000002,184,348
L498911,Killarney Provincial Park,46.02271420000001,-81.3942719,145,127
L284448,Carden Alvar (general location),44.6361697,-79.02774809999998,214,500
L2176431,H. R. Frink Conservation Area and Outdoor Education Centre,44.27630260000001,-77.3444581,169,359
L982675,Killbear Provincial Park,45.35262779999999,-80.19092560000001,153,206
L382124,Grand Bend Sewage Lagoons,43.2888271,-81.7554474,195,209
L674853,Hilliardton Marsh,47.754530800000005,-79.70554229999999,185,840
L611276,Brantford--Brant Park CA,43.1525693,-80.303149200000007,153,91
L384170,Mitchell Sewage Lagoons (West Perth Wetlands),43.4532927,-81.1978912,217,921
L442178,Luther Marsh (Dufferin County),43.953281999999994,-80.4068756,211,314
L291983,Sudbury--Kelly Lake,46.445959800000004,-81.06699940000001,149,185
L606110,Haliburton--Rail Trail,45.040779900000004,-78.5224199,133,84
L274412,Halfway Lake Provincial Park,46.907059999999994,-81.63226,90,18
L17,Observatoire d'oiseaux de Tadoussac,48.1593012,-69.6631908,264,798
L1299737,Sentier du littoral,48.4431235,-68.55906490000001,214,387
L2036586,Pointe de Maizerets,46.839088,-71.196084,242,2113
L164932,RNF du cap Tourmente,47.0780936,-70.7855538,293,3256
L899175,Parc nature de Pointe-aux-Outardes,49.042340300000006,-68.4510791,218,297
L164930,Ile des Soeurs,45.46171090000001,-73.5463858,244,756
L1912448,"Quai, Rivière-Ouelle",47.486247899999995,-70.0248975,198,782
L1912371,Route Janelle,46.1486511,-72.7369058,232,1224
L489654,Rapides Deschênes,45.377779999999994,-75.79972000000001,223,1268
L797193,"Barachois, Percé",48.58217200000001,-64.2928505,203,367
L1138695,Récré-O-Parc,45.4085741,-73.57192040000001,229,1521
L476432,Marais de St-Timothée,45.27503370000001,-73.953242,202,1112
L1516545,"Champs inondés, 46e à 53e ave",45.189072700000004,-73.26752190000002,145,247
L2169782,Isle-aux-Grues,47.0607675,-70.5387497,189,146
L610533,Parc côtier Kiskotuk--Secteur marais du Gros-Cacouna,47.9404107,-69.5062923,234,692
L794938,PN Forillon,48.9193409,-64.3932724,150,67
L269198,Refuge d'oiseaux de St-Vallier,46.8897981,-70.85699869999999,226,780
L354000,George Montgomery Sanctuary,45.0272907,-73.07201289999999,191,875
L1558484,"Sablière, St-Lazare",45.3829219,-74.16844179999998,229,2211
L294025,Ile aux Basques,48.14222,-69.25,227,377
L387422,Réservoir Beaudet,46.07180149999999,-71.97074889999999,234,1546
L165065,Bassin de Chambly,45.46035080000001,-73.27864029999999,173,1051
L2423815,Parc régional de la Pointe-De la Martinière,46.828262,-71.107278,176,275
L721911,Sentiers SCIRBI,46.066624,-73.16898499999999,192,421
L1658613,Parc de l'Île Charron,45.5795291,-73.48909920000001,239,1822
L2794037,Grosse-Île,47.6199965,-61.5160561,158,140
L2725453,Maison du marais,46.080892999999996,-72.96362760000002,180,232
L293311,RNF du Lac-St-François,45.0428165,-74.46591940000002,213,555
L340284,RN de Pointe-Yamachiche,46.26234980000001,-72.8098612,226,1140
L3636695,"Barrage, Angliers",47.5538001,-79.239682,149,124
L2802307,Baie Ste-Catherine,48.1091855,-69.72335819999999,177,215
L258156,RN du Marais Léon-Provancher,46.7166099,-71.5417671,226,1714
L1299755,Aéroport régional de Mt-Joli,48.6024014,-68.21138420000001,129,151
L2112837,"Quai, Bécancour",46.3974724,-72.3819208,171,402
L2738431,Port de Matane,48.8425765,-67.5759602,66,90
L459772,PN de la Yamaska--zone générale,45.41747639999999,-72.6095653,218,2329
L1440386,Forêt du ruisseau Ste-Rose,45.5899572,-73.8263226,191,523
L2145150,PN de Plaisance--zone générale,45.6006057,-75.08588229999998,199,222
L2389286,"Rue Horatio Walker, Ste-Pétronille",46.850851299999995,-71.1413938,204,986
L2514612,Parc de la Gatineau--Lac Philippe,45.60278580000001,-75.99680900000001,141,163
L426059,Isle-aux-Coudres,47.403926399999996,-70.3801346,210,199
L729855,Ile St-Quentin,46.3537111,-72.52855109999999,125,231
L890691,"Petit Marais, St-Gédéon",48.4974186,-71.7824364,180,391
L617638,PN de la Gaspésie--zone générale,48.9463,-66.1197,122,66
L2593984,"Barrage, Lac Témiscouata",47.5708305,-68.64215109999999,141,256
L2857132,"Pont Pilote, Lac-des-Iles",46.365193700000006,-75.5174178,156,181
L1797284,Parc faunique du Ruisseau-de-Feu,45.7144565,-73.490091,169,522
L598559,PN d'Oka--zone générale,45.468799100000005,-74.03652190000001,220,711
L734393,Lac Noir,47.11231290000001,-70.00659940000001,111,50
L3945956,"Promenade, Rivière-St-Jean",50.29043600000001,-64.331646,162,747
L3096782,"Station d'épuration, St-Joseph-de-Beauce",46.3372952,-70.91741190000002,64,21
L2763848,Lac Osisko,48.24515690000001,-78.9965487,151,218
L2332728,Domaine Joly-De Lotbinière,46.665518800000015,-71.8484402,125,74
L3700105,Barrage Sartigan,46.0964466,-70.65328179999999,100,66
L2792754,Centre d'interprétation des battures de St-Fulgence,48.4467418,-70.90125780000001,156,445
L3297221,Isle-aux-Allumettes,45.8567198,-77.0394287,136,69
L3527746,Barrage Carillon,45.5693216,-74.38203329999999,99,122
L2171045,"Le Barachois, Hope Town",48.0640849,-65.1454926,116,62
L3102591,Parc Brochu-Châtigny (Marais St-Isidore),46.547391,-71.153393,115,63
L2919301,Pointe de Chambord,48.4692002,-72.114944500000007,113,77
L2924325,RNF des Îles-de-Contrecoeur (accès restreint),45.851161299999994,-73.2600737,121,67
L2930483,Marais Antoine,48.607915500000004,-79.47402480000001,141,47
L631605,Ile du Marais,45.2664775,-72.0603669,162,302
L2750770,"Quai, La Baie",48.3449122,-70.87843809999997,142,95
L2201037,Site minier East Sullivan,48.070011,-77.691192,198,690
L1491784,"Parc des Voiles, St-Mathias-sur-Richelieu",45.463948800000004,-73.2627566,149,413
L2803879,"Station d'épuration, Chibougamau",49.903696,-74.40198900000001,92,64
L4027917,Sentiers de la nature,50.267013000000006,-66.42126600000002,125,104
L3010717,Sentiers ornithologiques de Pointe-à-la-Croix,48.0199955,-66.6871405,122,30
L925503,Marais Réal D.-Carbonneau,45.419178300000006,-71.89950940000001,151,583
L1828591,Réserve naturelle du Boisé-des-Douze,45.629769100000004,-72.92231340000001,130,367
L3603378,Lac Pinet,45.978452000000004,-73.8218486,70,12
L1044763,Forêt Drummond,45.946882699999996,-72.52935649999999,134,75
L2470346,Parc de l'Île-Lebel,45.73610270000001,-73.44501970000002,143,195
L2859323,Lac Beauchamp,48.574199900000004,-78.2304668,107,68
L2891805,Parc Régional St-Bernard,45.049680599999995,-73.43326090000002,97,35
L760497,PN de Frontenac--Secteur St-Daniel,45.96203580000001,-71.1629105,130,83
L3103481,"Tourbière, St-Thomas",45.989827899999995,-73.34777360000001,145,108
L5066249,Lac Etchemin,46.389392,-70.49321650000002,89,12
L2864608,Parc régional des Grandes-Coulées--Secteur Forêt Ancienne,46.27511950000001,-71.7873716,111,71
L2337206,RF La Vérendrye--Lac de la Vieille,46.772003000000005,-76.2214168,87,18
L2891534,Sentier des Étangs,46.315393,-74.212851,157,330
L1051605,"Rgs Ste-Marie & Ste-Dominique, Mirabel",45.718765000000005,-73.99755480000002,126,804
L733810,Pointe Sauvage,46.066561300000004,-74.80399849999999,131,494
L1364320,"Station d'épuration, Windsor",45.587094699999994,-72.0134312,149,1069
L2851240,Sentier Nature Tomifobia--Secteur Curtis,45.094325000000005,-72.09100000000001,139,166
L2307422,Parc de la Rivière-des-Mille-Îles--Marais Miller,45.6408048,-73.78288009999999,150,271
L796326,Etang Burbank,45.77967590000001,-72.00465200000001,174,382
L1187943,RN Alfred-Kelly,45.881733399999995,-74.07892229999999,119,98
L663124,Parc Les Marais du Nord,46.9609833,-71.39216420000001,163,261
L767548,PN du Mt-Mégantic--zone générale,45.4262267,-71.12557409999998,116,65
L3826595,Parc de la rivière Batiscan--Secteur Barrage,46.5543098,-72.41215910000001,83,70
L732370,PN La Mauricie--zone générale,46.7777279,-72.97222140000001,130,69
L4736131,Sentiers du Centre de ski de fond d'Albanel,48.90837830000001,-72.3908687,67,15
L1542455,Parc écoforestier de Johnville,45.34498539999999,-71.7535917,135,198
L610536,"Littoral, Lourdes-de-Blanc-Sablon",51.4087364,-57.175769800000005,84,31
L2870290,Lac Castonguay,48.4494906,-67.4505615,78,10
L5723006,Parc des Chutes-de-la-Petite-Rivière-Bostonnais,47.384287499999985,-72.78343679999999,47,3
L3061603,Parc du Corridor Aérobique--Lac St-François-Xavier,45.8893537,-74.3371922,56,24
L721878,PN La Mauricie--Lac Normand,47.08555290000001,-73.2561493,39,3
L4619459,Sentier pédestre Champagne-Grenier,45.649376000000004,-72.5575847,63,6
L3423080,Aéroport de Kuujjuaq,58.09915520000001,-68.41916080000001,23,3
L4054352,Lac Daviault,52.78855110000001,-67.0914777,50,2
L151222,Hartlen Point,44.5938889,-63.449722200000004,275,1179
L797160,Bon Portage Island,43.46936590000001,-65.75128560000002,288,1435
L1020032,Outer Tuskets--Seal Island,43.40956,-66.01459000000001,305,553
L153234,Brier Island,44.249441399999995,-66.36883739999999,279,314
L324894,Cherry Hill Beach,44.1447996,-64.506011,182,324
L1018798,Grand Pré--general area,45.12223310000001,-64.3105316,158,311
L986048,Big Island,45.66636570000001,-62.410755200000004,216,392
L446091,Schooner Pond,46.1767994,-59.8421001,199,108
L934131,French Basin Trail,44.7445996,-65.50877089999999,151,236
L769557,Amherst Point Migratory Bird Sanctuary,45.79341500000001,-64.24812270000001,186,285
L1829266,Town of Canso,45.3367396,-60.994178000000005,176,76
L163527,East Port Medway/W. Berlin/E. Berlin,44.1134,-64.560196,142,53
L129653,Cape Breton Highlands NP,46.73844890000001,-60.637664799999996,173,106
L2155356,Brookfield Wetlands & Nature Trail,45.2520886,-63.2850856,90,172
L2297744,Chéticamp Island,46.61831780000001,-61.048278800000006,122,65
L1247454,Pomquet Beach Park,45.6511883,-61.816677999999996,90,15
L344577,Windsor Sewage Lagoons,44.99551000000001,-64.12496,97,193
L1613236,Point Michaud area,45.5768018,-60.6912661,113,25
L299033,NL--Cape Spear,47.5216036,-52.624684599999995,195,1e3
L625204,Terra Nova NP--Inner Newman Sound,48.553023599999996,-53.959444999999995,134,327
L991162,NL--Gros Morne NP,49.632506000000006,-57.7547424,144,75
L1150662,NL--Stephenville Crossing,48.49249230000001,-58.4276962,161,175
L1175793,NL--Labrador City,52.939224599999996,-66.90622330000002,165,649
L1286062,NL--JT Cheeseman PP,47.63214020000001,-59.2534296,144,60
L1301591,NL--Lumsden,49.29826270000001,-53.6050415,93,62
L3015311,NL--L'Anse au Loop T,47.0918643,-55.682916600000006,66,22
L3380604,NL--Pynn's Brook,49.0889604,-57.5427765,86,388
L1239252,NL--Cobb's Pond Rotary Park,48.96867,-54.63013000000001,64,38
L1232193,NL--Rigolet,54.1800681,-58.43241690000001,30,2
L161199,Calgary--Inglewood Bird Sanctuary,51.030354,-114.00992000000001,256,4467
L430045,Bow Valley Provincial Park,51.077645399999994,-115.08298869999999,222,488
L892146,Cypress Hills PP--Elkwater Lake,49.66355850000001,-110.3028202,238,918
L772295,Cooking Lake,53.414443199999994,-113.052063,204,266
L351687,Kinbrook Island Provincial Park,50.44625,-111.91106200000002,221,319
L287659,Waterton Lakes National Park,49.0488889,-113.91555560000002,219,425
L1148117,Elk Island National Park,53.6116013,-112.85583819999998,243,1427
L419095,Wyndham-Carseland Provincial Park,50.830661899999996,-113.4269714,222,481
L467641,Cold Lake,54.4656892,-110.1741989,201,101
L374122,Hinton--Maxwell Lake,53.387916399999995,-117.5850499,145,160
L387126,Red Deer--Gaetz Lake Sanctuary,52.28517730000001,-113.79471540000002,131,65
L606198,Meanook National Wildlife Area,54.612914,-113.34642400000001,138,296
L1169054,Gregoire Lake Provincial Park,56.4809798,-111.18576049999999,133,50
L1547965,Little Fish Lake Provincial Park,51.3691699,-112.1980946,125,22
L4466023,Rochon Sands Provincial Park,52.463098300000006,-112.8901172,131,55
L521077,Saskatoon Island Provincial Park,55.20640220000001,-119.09059520000001,140,56
L2084086,Cross Lake Provincial Park,54.6512452,-113.7998118,160,60
L624014,Crimson Lake Provincial Park,52.457055399999994,-115.051918,103,56
L2691862,Young's Point Provincial Park,55.119876399999995,-117.5655475,93,19
L797163,Delta Marsh--Delta Beach,50.1867913,-98.3245468,227,85
L189097,FortWhyte Alive,49.8202,-97.225,226,664
L126164,Grand Beach PP,50.568054200000006,-96.56166840000002,195,70
L17687,Delta Marsh WMA,50.172670000000004,-98.31274509999999,240,82
L17696,Oak Hammock Marsh PWMA,50.1738,-97.133,259,745
L126161,St. Adolphe (hawk watch),49.6798335,-97.12107189999999,240,212
L126954,Whitewater Lake PWMA,49.24333190000001,-100.3125,226,158
L1882017,Brandon,49.8321575,-99.9684401,185,141
L1877704,Lockport,50.085632800000006,-96.9393598,115,82
L126163,Patricia Beach PP,50.4269447,-96.60610960000001,174,90
L299411,Churchill,58.7560421,-94.1460987,203,423
L349528,Riding Mountain NP,50.65206,-99.7233,226,247
L769561,Carman Sewage Lagoons,49.512058100000004,-97.9722977,94,10
L349487,Birds Hill PP,50.01659,-96.88347999999999,205,350
L1425002,Odanah Colony,50.13543370000001,-99.8298454,0,0
L1028192,Oak Lake PP and Oak Lake,49.683623999999995,-100.74256900000002,171,32
L126162,Windygates (hawk watch),49.0313072,-98.27897259999999,89,55
L677808,Clearwater Lake PP,53.977897199999994,-101.19627,82,15
L1828212,Beaudry PP,49.8499901,-97.48017490000001,144,84
L1878014,Duck Mountain PP,51.6799746,-100.9321471,193,4
L1025766,Thompson,55.7410279,-97.852993,114,19
L1878453,Asessippi PP,50.9679747,-101.380591,32,2
L164896,Castalia Marsh,44.724194000000004,-66.75429000000001,218,781
L467638,"Irving Nature Park, Saint John",45.21251980000001,-66.13580699999999,189,134
L285886,Sackville Waterfowl Park,45.9027615,-64.3674803,180,511
L287673,Fundy National Park,45.6158385,-65.03142360000002,172,138
L353131,Parc National de Kouchibougouac,46.80993290000001,-64.93382290000001,159,67
L470456,Île de Miscou,47.9559041,-64.5309448,119,28
L426134,Miramichi--French Fort Cove,47.0167801,-65.54718020000001,120,85
L3822400,Meduxnekeag Valley Nature Preserve--Vandine Falls,46.1948342,-67.6826048,45,7
L341520,Wilkin Field,45.97753,-66.6772,102,37
L3519937,Sussex water treatment facility,45.7196639,-65.5392355,115,112
L5092962,Jemseg,45.8466787,-66.21867660000001,54,9
L5001208,Atholville--Station de Pompage et Marais (pump station and marsh),47.9910418,-66.735549,73,4
L247757,"Ste-Anne (bassin 1), NB",47.249254300000004,-68.036311799999993,89,7
L165057,Black Brook District,47.38377,-67.67712,121,27
L735304,Regina--Wascana Marsh (north & east sides incl. Douglas Park),50.4324518,-104.58537369999999,222,642
L268020,Last Mountain Lake NWA (general location),51.391820499999994,-105.21951200000001,218,292
L286762,Chaplin Lake,50.4392037,-106.64312160000001,178,215
L303008,Grasslands NP--West Block (General Location),49.161816,-107.6207932,198,318
L1589720,Pike Lake Prov Park,51.901544599999994,-106.8197497,202,108
L2316720,Humboldt Golf Course,52.2068315,-105.11555849999999,133,19
L3965982,Ekapo Lake--east end,50.281896599999996,-102.52491660000001,157,51
L371173,Moose Mountain Provincial Park,49.8358281,-102.2834624,153,81
L386704,Prince Albert NP--Waskesiu,53.9252778,-106.0769444,198,157
L381507,Saskatchewan Landing Provincial Park,50.656666699999995,-107.97305560000001,161,75
L351696,Duck Mountain Provincial Park,51.63935000000001,-101.62114,158,37
L797118,Mud Lake,51.9259636,-104.20329840000001,148,40
